feat1,feat2,feat3,feat4,feat5,feat6,feat7,feat8,feat9,feat10,target
173.8034,120.502,3.2411,0.2114,0.1236,-235.3878,-122.8551,-48.6002,47.9885,247.0455,1
23.3631,10.5873,2.3589,0.5514,0.361,6.5676,18.8817,8.5463,3.5191,216.965,0
20.7669,8.8377,2.3802,0.6458,0.3646,-23.8245,-11.0169,-2.6001,55.07,93.5079,1
109.9647,28.4764,3.1441,0.277,0.1557,25.396,113.678,26.7216,75.4533,259.1904,1
68.01,21.6258,3.1313,0.3089,0.1837,-61.7014,60.1257,17.041,4.0577,268.331,0
33.1272,20.3221,2.5447,0.2728,0.1766,-11.8518,20.7825,-16.4027,84.9179,193.4097,1
35.996,15.5616,2.6955,0.4032,0.2147,14.0089,34.9611,9.7797,23.739,116.789,0
76.6597,26.8433,3.0904,0.3394,0.2034,-27.2541,-52.5328,17.4819,2.2854,354.023,0
18.7096,16.1954,2.4556,0.5534,0.352,17.2286,19.9471,-3.847,71.004,54.3992,0
29.2792,15.7488,2.5877,0.323,0.1641,-15.6896,13.0968,-8.4056,10.472,195.898,0
82.6024,30.4191,3.3685,0.2016,0.1226,44.4557,80.0694,20.5523,10.3828,260.119,0
36.8172,15.698,2.6123,0.3126,0.1746,27.1143,19.0649,9.4098,22.259,182.55,0
22.3333,18.4564,2.541,0.4288,0.2144,-0.118,19.3682,-13.0363,51.452,76.9939,0
23.3323,10.7987,2.3355,0.5173,0.2841,-7.208,-17.7871,-6.3086,37.4068,106.041,0
80.4024,27.0418,3.4859,0.1695,0.0848,82.1756,72.9953,17.483,4.39,248.09,0
21.7089,14.8872,2.5145,0.4709,0.237,-24.4015,-7.3236,-10.3151,3.465,158.37,0
22.8785,13.2144,2.4359,0.693,0.4132,13.3149,16.7556,-11.2485,6.8098,261.4239,1
60.8973,23.6533,2.9974,0.2626,0.1514,-56.1207,20.1166,12.7792,0.411,273.238,0
141.639,43.1145,2.7825,0.3696,0.1972,132.438,58.2355,-30.8145,3.2109,299.94,1
47.7879,22.1017,2.939,0.1968,0.1064,62.1338,23.9245,-11.1213,8.5086,180.752,0
109.5085,13.7841,3.3851,0.3398,0.1839,-7.963,60.2403,20.4252,16.1581,351.998,1
31.8734,12.036,2.6279,0.3863,0.2108,26.3504,16.1088,7.1191,7.0622,131.402,0
24.0954,10.0126,2.2989,0.603,0.3141,25.4443,17.9618,-10.6985,0.788,192.399,0
18.1376,10.4292,2.3096,0.6078,0.3358,1.5947,-7.3849,-6.4443,50.24,121.811,0
17.9896,10.5798,2.42,0.6008,0.3175,22.4373,10.2655,5.0396,51.0538,116.016,0
19.4594,14.6756,2.3711,0.6511,0.3468,24.3789,-9.406,-15.4252,33.348,181.74,1
20.9196,12.3885,2.357,0.4703,0.2484,-1.0318,7.3312,10.5233,19.31,233.962,0
28.9745,10.8616,2.5441,0.44,0.2557,-18.5555,18.1993,8.1459,5.1486,168.448,0
21.4374,9.7783,2.2304,0.6353,0.3324,22.3045,18.1132,-11.1708,35.3391,229.7,1
83.4349,31.4255,3.953,0.1264,0.0651,35.1339,74.8628,-12.2016,4.4435,231.159,0
24.7797,13.147,2.5185,0.5152,0.2985,-15.3039,-10.2143,12.8097,80.7402,183.76,1
94.6741,33.5956,3.9912,0.1232,0.0616,108.849,80.329,19.1019,1.437,305.609,0
23.8241,10.0087,2.2175,0.5939,0.3182,24.9824,18.1984,-10.7838,0.572,162.121,0
41.4986,23.3668,2.8713,0.2663,0.15,60.5456,23.7276,17.5422,11.817,160.948,0
22.7149,10.5732,2.3054,0.5594,0.3342,22.4666,19.5782,10.8896,17.478,173.991,0
19.5553,7.9626,2.4768,0.5502,0.2914,6.1961,17.5819,4.4002,26.3074,229.118,1
31.7502,20.3468,2.6299,0.3001,0.1583,20.4544,24.3449,-13.1891,7.038,129.592,0
178.856,83.4298,3.5877,0.1799,0.1009,174.53,119.454,-32.9901,85.7578,320.93,1
18.0766,4.9075,2.3023,0.7805,0.4709,-7.9265,7.482,1.4929,22.1043,57.8698,1
20.6487,11.5458,2.2532,0.717,0.4204,-2.5787,17.6078,6.0702,87.3569,233.5546,1
22.8256,11.9883,2.4639,0.488,0.3213,-7.6355,-13.1114,-8.3801,46.799,228.145,1
99.9364,55.923,4.1876,0.0984,0.0495,-20.855,69.205,-29.3662,2.423,341.018,0
69.0585,27.2418,3.5735,0.1332,0.0709,85.0411,59.4095,-8.6602,1.548,251.884,0
28.0488,11.8991,2.5085,0.5767,0.3612,32.2326,15.0283,11.4086,8.2259,182.558,0
68.9272,23.1967,3.2302,0.1883,0.0945,16.1875,58.9925,-10.5944,4.554,153.086,0
21.4822,6.9123,2.1383,0.6982,0.3891,23.8235,11.3333,-6.4328,13.7252,132.253,0
16.9383,11.2215,2.2148,0.5793,0.3445,1.2678,-5.7428,-6.51,13.295,214.118,0
66.0336,20.8262,2.4983,0.4794,0.2429,57.2049,-28.664,-19.2174,6.638,283.831,0
45.1692,18.3499,2.8954,0.2214,0.1291,25.5819,28.1679,10.2546,9.293,156.822,0
22.3748,12.5193,2.4224,0.4991,0.2665,29.6608,-9.389,-8.6924,21.5184,185.922,0
19.021,7.4598,2.1383,0.7564,0.4618,1.5639,-6.8371,-3.833,14.441,190.721,0
150.9752,21.2791,2.7031,0.3083,0.1876,-82.9582,-144.8908,-13.0142,15.107,56.5376,1
32.0031,14.8942,2.6702,0.4423,0.2425,4.0303,23.1813,6.7478,8.6023,184.485,0
94.8668,62.2788,3.6827,0.0902,0.0645,-153.4305,57.4714,51.3952,1.6705,281.3076,1
24.6529,12.0116,2.5977,0.4419,0.221,12.8817,-14.0811,7.596,5.5765,121.572,0
8.854,1.2657,2.5683,0.6776,0.4368,-4.2045,-13.9565,-6.7185,53.6212,218.7713,1
89.5962,21.532,2.772,0.2401,0.1226,-48.1244,-104.224,-13.1465,7.4382,209.439,0
23.531,13.698,2.7101,0.5166,0.2856,19.4947,23.0666,4.25,35.1268,171.786,0
12.9947,9.5535,2.2776,0.8232,0.5726,-11.0799,-9.3233,9.7537,83.93,127.814,0
31.0619,11.6274,2.5563,0.4667,0.2403,-41.3141,7.6668,-8.4457,22.822,128.797,0
95.7802,39.2607,3.5245,0.1494,0.0889,-18.6879,70.0037,-24.2292,8.2692,309.565,0
46.6663,21.6453,3.2398,0.2245,0.1137,30.8924,28.351,-12.2564,3.1992,197.599,0
27.7069,9.7056,2.4023,0.4792,0.2594,-39.067,15.3697,-6.6979,32.816,154.342,0
22.4456,12.8311,2.5775,0.5794,0.3796,15.2333,19.6139,8.7399,31.0008,122.632,0
28.5532,9.429,2.5378,0.4986,0.2652,23.7076,14.6335,3.1861,51.3444,218.644,1
31.1873,14.4675,2.5393,0.4366,0.2542,-6.4781,-32.5107,9.0552,89.3476,232.4921,1
50.936,18.8856,3.1553,0.2273,0.1178,14.7251,21.4604,10.7695,17.4184,162.012,0
10.5046,9.0132,2.2204,0.6088,0.3293,6.8141,10.3285,-5.9923,69.4158,150.3847,1
71.6766,36.6477,3.63,0.1768,0.1019,-31.7936,65.881,-23.0369,9.612,328.604,0
96.8986,25.3328,3.4313,0.1566,0.1126,-49.1577,-82.7423,-20.1229,28.1173,168.5184,1
17.5567,10.2585,2.3838,0.6859,0.3781,4.3642,-9.1216,-7.6008,20.564,174.837,0
24.1742,18.2276,2.5397,0.329,0.1659,38.9289,-9.7752,-14.8145,86.932,62.1077,0
37.2686,16.3041,2.8856,0.2759,0.1672,-2.5702,-21.3381,-10.7664,1.677,164.055,0
23.3055,9.8084,2.6604,0.5792,0.3115,26.8578,18.8029,3.6647,82.9071,163.873,1
19.9786,9.2008,2.4346,0.6507,0.4283,-4.1789,14.4521,10.3094,78.2768,32.3245,1
80.6253,27.1587,3.1872,0.193,0.101,51.5156,68.8006,-12.3509,1.804,307.818,0
18.4268,10.4534,2.1584,0.5625,0.309,23.275,9.8267,-3.2842,73.198,172.494,1
64.5225,32.4498,3.3062,0.4044,0.1989,-18.0119,-9.7041,18.1073,2.8159,364.1513,1
34.3305,17.4936,2.6753,0.3696,0.2059,31.2454,31.6675,-13.9385,17.7258,256.083,1
96.5408,37.4145,3.4348,0.1018,0.0564,106.233,57.73,-22.0443,9.0346,210.203,0
33.4757,12.2036,2.6269,0.3896,0.2113,1.7549,-7.047,3.1357,20.071,175.236,0
23.57,14.8601,2.3971,0.509,0.2585,-11.1252,-14.8719,11.4384,21.769,166.971,0
96.1021,63.9019,3.1777,0.1886,0.096,92.0991,65.3617,-55.5789,58.3699,145.04,1
58.8021,16.8468,2.9162,0.3287,0.1898,64.3127,38.5262,7.3994,2.5713,260.66,0
24.0705,14.2429,2.6191,0.5048,0.2632,-5.3943,4.8445,12.6621,29.618,103.922,1
87.9869,15.8644,3.1995,0.2293,0.1248,-54.6353,79.0662,-11.9301,1.912,275.476,0
29.9916,11.2395,2.2585,0.487,0.28,9.2499,12.8682,-7.226,4.1274,94.8653,1
137.2811,98.5659,3.5602,0.079,0.038,-49.5415,-152.5099,-108.6926,24.82,73.8507,1
34.3161,12.8095,2.7185,0.4302,0.2189,-3.5192,15.6117,9.5735,81.871,158.931,1
103.227,10.2226,2.5276,0.457,0.2418,-86.1311,69.9028,-4.9809,2.4303,335.466,0
16.7528,14.3809,2.288,0.635,0.362,5.7255,1.4854,7.6249,17.8318,193.8342,1
85.5566,33.2663,3.0485,0.3102,0.1951,-55.8671,-55.63,-25.2963,29.2049,324.505,1
42.2087,17.1098,2.7649,0.2801,0.1555,-19.0349,27.2251,12.3185,50.521,35.1638,0
17.6375,10.6916,2.3096,0.6176,0.3211,21.9276,10.3016,-5.5929,26.126,229.774,0
45.3015,15.8105,2.6699,0.3185,0.1402,11.1599,24.4253,15.7268,38.0088,178.9487,1
90.5978,33.2497,3.3461,0.137,0.0814,81.8388,81.5738,30.502,8.936,262.779,0
261.9504,27.9167,2.711,0.3851,0.2418,236.6539,183.4282,-34.1001,27.8128,48.0785,1
163.3054,33.1814,2.8939,0.2228,0.109,-75.6229,-100.6459,-21.3692,71.9265,139.7819,1
24.5528,14.5928,2.7376,0.452,0.2461,0.1998,20.031,-10.3742,37.199,139.456,0
107.6151,50.4262,3.7709,0.099,0.0622,29.8304,128.4019,-25.0111,67.6349,239.5628,1
154.9463,129.9189,3.6943,0.0957,0.0691,-86.7823,-78.4928,-101.0298,32.7688,277.0945,1
49.871,22.3306,3.235,0.1799,0.0934,-5.3975,-20.3188,15.5267,8.326,220.734,0
88.4059,27.0876,3.4214,0.1917,0.0998,-112.678,63.3567,-18.634,3.617,308.513,0
42.9036,22.5302,3.3729,0.2081,0.1049,23.1737,-26.8253,14.4202,1.586,232.895,0
43.0994,16.7018,2.7239,0.3362,0.2125,47.953,31.8946,10.2088,7.5064,137.891,0
46.2918,11.7101,2.7987,0.341,0.2148,31.8133,34.9099,2.5921,59.9159,222.0171,1
23.8746,10.1047,2.4125,0.5609,0.381,5.5444,19.4584,-8.8501,45.6526,100.013,0
18.0929,7.4076,2.2162,0.8024,0.5076,-3.0435,6.3958,-3.6485,6.1193,205.452,0
108.6269,24.5233,3.1259,0.2502,0.1442,96.9825,81.1016,13.4889,15.2362,340.2056,1
208.724,51.3682,3.242,0.1506,0.0753,209.179,166.987,-34.032,83.3529,178.474,1
37.8758,15.6684,2.9516,0.3175,0.1884,9.5403,35.0116,-4.066,8.426,165.182,0
69.4337,23.0851,2.9602,0.3101,0.1693,-34.2454,25.8116,15.9571,9.5359,291.627,0
86.8165,27.1374,3.5146,0.1972,0.1252,-29.2676,59.8195,-19.9237,2.506,311.422,0
149.8522,46.9361,3.2299,0.1746,0.0936,226.8701,-120.6832,19.2565,60.4394,155.0349,1
20.0833,15.4987,2.3627,0.4772,0.2495,12.2698,18.2534,10.7756,20.6196,96.7668,0
47.4802,15.9885,2.9928,0.2806,0.1805,22.8023,32.6278,7.919,7.2636,160.624,0
104.604,43.6324,2.8335,0.2465,0.1343,4.5666,28.4395,31.7044,4.314,325.195,0
63.5841,24.0813,3.2086,0.2041,0.1067,0.3789,74.0868,8.1792,0.0608,182.771,0
100.2775,21.8784,3.11,0.312,0.1446,-48.1834,57.6547,-9.6341,20.7848,346.433,1
24.5151,0.0061,2.1917,0.6817,0.3505,29.0353,9.5525,0.0001,51.3098,166.428,0
67.9645,12.9553,2.8639,0.3502,0.1963,28.844,71.8958,3.5926,10.2801,234.708,0
12.496,11.971,2.0846,0.6914,0.358,-16.1186,9.0169,10.2761,71.8226,200.418,0
12.8457,11.395,2.1222,0.7245,0.4189,-15.0104,8.4177,8.7189,78.0798,164.907,0
45.5619,15.7514,2.6248,0.5528,0.3926,23.4931,50.1248,-9.5367,8.9835,204.068,1
12.9801,10.8815,2.4175,0.7457,0.4723,-13.697,6.0371,-7.0019,30.803,78.2618,1
39.4622,4.6474,2.3784,0.6234,0.4038,18.6142,29.3952,3.4627,14.006,166.731,0
16.5961,16.3385,2.6037,0.6613,0.3161,6.5438,-2.4244,5.8007,49.9948,50.5259,1
57.5809,13.5809,2.6684,0.3519,0.177,-20.2155,-54.0283,-4.5258,6.463,219.962,0
20.6238,12.7867,2.4322,0.5176,0.2791,18.0767,9.7066,6.5586,4.327,196.897,0
17.1862,7.246,2.3064,0.8395,0.5506,4.0834,4.4909,-5.4289,12.358,81.6967,0
26.15,7.2096,2.3032,0.6169,0.3308,9.8144,12.6736,-1.3537,29.3444,200.803,0
81.598,34.2727,2.9841,0.1961,0.1001,-38.9531,-84.6566,26.7127,44.9107,13.1108,1
25.884,13.1,2.4665,0.542,0.3671,21.9257,15.3739,-3.9416,0.7943,126.7956,1
13.7929,9.3686,2.4208,0.8463,0.4383,14.6132,4.8925,11.6391,83.7854,160.538,1
13.2147,10.4235,2.1917,0.791,0.4791,-13.3571,-5.7816,-10.9879,58.2994,187.181,0
20.1959,12.7303,2.2889,0.4679,0.2442,1.4964,-9.9919,-9.3993,26.193,136.41,0
17.4001,12.2241,2.1761,0.6983,0.4177,1.6054,4.1679,7.7922,28.9819,46.7294,1
26.181,16.3281,2.4014,0.4246,0.248,13.7201,-18.7301,10.3779,38.3827,166.668,0
12.8128,11.5202,2.0774,0.728,0.3891,15.2486,-7.1802,11.1366,21.21,228.697,0
21.5636,10.8838,2.1584,0.5347,0.2674,6.5388,-18.4134,-9.2335,48.1799,188.649,0
34.6114,14.3809,2.7774,0.3506,0.2262,23.7104,23.1129,1.2021,1.5901,250.027,0
76.9149,29.3619,2.913,0.1759,0.091,-49.2984,-43.5987,-16.6109,53.2285,217.097,1
18.8538,16.9483,2.2867,0.491,0.2713,-14.4394,-17.3344,13.2414,64.7773,54.9974,0
13.0804,10.9402,2.2,0.7634,0.4385,14.2853,-4.9732,11.0286,47.048,34.5555,0
142.5279,61.8344,3.9882,0.0898,0.0616,73.647,-130.4584,41.6467,88.5362,374.8083,1
94.2528,26.9852,2.8239,0.4415,0.2741,-72.1274,-69.2278,20.2146,49.8155,277.6757,1
68.5292,29.0767,3.519,0.1495,0.0752,24.3543,52.1517,15.9911,4.265,191.387,0
75.0593,41.762,3.4546,0.1113,0.057,-7.4822,41.8155,-18.3559,51.4228,150.211,1
58.5745,24.7993,2.9375,0.2344,0.1461,-44.9389,9.9657,-16.3369,3.3292,212.151,1
161.4523,71.989,3.2796,0.2329,0.1511,-172.0582,-126.2428,59.6158,86.6241,347.1113,1
21.8269,3.5838,2.1205,0.673,0.3525,7.6221,0.0383,-7.6746,53.6823,81.798,1
49.1229,24.2545,2.8388,0.2261,0.1167,55.8012,-33.3052,16.6326,30.43,176.439,0
54.3183,28.9118,3.8108,0.1382,0.0717,24.051,26.1928,16.6826,4.6472,131.492,0
37.0047,13.8247,2.8448,0.3617,0.1866,-18.034,24.8963,-9.3634,4.1448,221.819,0
21.128,20.7243,2.6693,0.3662,0.1874,24.1939,10.5553,8.7173,1.3953,206.647,0
222.6009,153.0741,3.8647,0.099,0.058,4.2177,142.0264,114.7321,68.4299,142.0709,1
63.9685,22.854,3.2172,0.2335,0.1186,43.884,53.6037,4.0015,7.0548,259.933,0
34.3377,16.1589,2.9941,0.2788,0.1414,14.7366,-13.8061,10.6127,0.811,196.852,0
85.0943,41.8733,3.3903,0.2678,0.1345,-84.3968,-109.8362,-21.9621,4.1744,395.0295,1
16.6762,16.1934,2.703,0.4072,0.3124,-5.9387,-16.5137,-5.4097,31.8432,228.4581,1
27.5972,14.5052,2.7627,0.3938,0.2012,-4.693,-18.1941,-5.3399,10.469,156.264,0
105.5069,16.504,3.2392,0.208,0.1202,73.9211,-52.7838,-16.1497,64.6235,169.7756,1
129.482,77.0001,4.324,0.0506,0.0267,31.1344,114.169,56.3025,49.472,176.376,1
17.8613,10.8618,2.3032,0.5274,0.291,-0.0006,-0.3013,-4.7386,45.5168,148.317,0
49.1417,17.6202,2.8887,0.3178,0.1893,11.5005,-40.4715,-12.9774,12.719,220.454,1
44.6762,16.4904,2.829,0.2402,0.1238,50.9608,-22.8745,-10.9256,11.0098,161.246,0
26.9932,11.0517,2.4175,0.5698,0.3728,26.4522,23.9408,10.2865,7.251,205.718,0
27.5017,8.8141,2.5153,0.6846,0.3862,15.2337,15.4541,15.5131,55.9138,121.4329,1
61.6736,35.0896,3.1659,0.3031,0.1594,-5.9663,34.4763,-21.4243,17.1635,334.8951,1
30.4034,19.9899,2.5635,0.3333,0.1735,10.5352,-14.8259,11.9969,52.828,142.683,0
79.051,34.4773,3.7622,0.2268,0.136,13.1226,45.3094,14.7917,2.3684,343.054,0
63.5666,23.98,3.3601,0.158,0.0858,17.4816,56.0688,-9.2849,5.9768,185.195,0
131.72,61.4398,4.2216,0.0656,0.0362,-68.5659,89.7631,40.8115,48.984,264.146,1
56.0543,21.6876,3.0191,0.2105,0.1134,59.9613,49.8029,15.489,6.696,237.104,0
19.321,16.7591,2.4624,0.4759,0.2914,1.7892,11.5461,11.3353,70.87,127.306,0
105.8399,43.4692,3.3905,0.1188,0.0511,53.4433,126.2927,-21.255,16.3486,132.5441,1
17.4006,7.4357,2.3334,0.7981,0.5499,-1.4761,-2.6265,4.5371,55.4594,214.62,1
73.2988,36.0124,2.9003,0.3682,0.1699,-20.7085,-100.2164,26.6645,36.6196,247.382,1
156.192,98.9295,4.5943,0.0442,0.0245,6.5042,-44.1172,-88.7955,70.078,298.593,1
