Feat0;Feat1;Feat2;Feat3;Feat4;Feat5;Feat6;Feat7;Feat8;Feat9;Feat10;Feat11;Feat12;Feat13;Feat14;Feat15;Feat16;Feat17;Feat18;Feat19;Feat20;Feat21;Feat22;Feat23;Feat24;Feat25;Feat26;Feat27;Feat28;Feat29;Feat30;Feat31;Feat32;Feat33;Feat34;Feat35;Feat36;Feat37;Feat38;Feat39;Feat40;Feat41;Feat42;Feat43;Feat44;Feat45;Feat46;Feat47;Feat48;Feat49;Feat50;Feat51;Feat52;Feat53;Feat54;Feat55;Feat56;target
0.000;0.000;0.200;0.000;0.200;0.000;0.000;0.000;0.000;0.800;0.000;1.000;0.000;0.000;0.000;0.000;0.000;0.000;0.200;0.000;0.200;0.000;0.000;0.000;1.400;1.600;0.200;0.200;0.200;0.200;0.200;0.200;0.000;0.200;0.400;0.200;1.000;0.000;0.200;0.200;0.000;0.000;0.200;0.800;0.000;0.000;0.000;0.200;0.000;0.429;0.030;0.000;0.000;0.000;2.703;50;346;0
0.000;0.000;0.940;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.470;0.000;0.000;0.000;0.000;0.470;0.000;0.000;0.000;0.000;0.000;0.000;0.940;0.470;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.470;0.000;0.000;0.000;0.000;0.000;0.000;0.940;0.000;0.000;0.000;0.332;0.000;0.000;0.000;0.000;1.518;15;161;1
0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;4.900;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;2.454;5;27;0
0.000;0.000;0.180;0.000;0.090;0.000;0.000;0.000;0.000;0.000;0.270;2.310;0.270;0.000;0.000;0.000;0.270;0.000;0.000;0.000;0.180;0.000;0.000;0.000;3.060;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.270;0.000;0.000;0.000;0.180;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.143;0.117;0.000;0.000;0.039;0.000;2.313;24;590;0
0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;4.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.729;0.000;0.000;1.875;4;15;0
0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;8.000;4.000;4.000;4.000;4.000;4.000;4.000;4.000;0.000;4.000;4.000;4.000;0.000;0.000;0.000;4.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;1.117;0.000;0.000;0.000;0.000;3.333;11;30;0
0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;9.520;4.760;4.760;4.760;4.760;4.760;4.760;4.760;0.000;4.760;4.760;4.760;0.000;0.000;0.000;4.760;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;1.257;0.000;0.000;0.000;0.000;3.333;11;30;0
0.000;0.670;0.330;0.000;0.330;0.330;0.330;0.330;0.000;0.000;0.670;1.000;0.000;0.000;0.000;1.000;0.330;0.330;2.680;2.680;3.020;0.000;0.000;0.670;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.053;0.000;0.160;0.000;0.107;6.111;139;275;1
0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.353;0.353;0.000;0.000;0.000;0.000;1.000;1;21;0
1.050;0.000;0.000;0.000;1.050;0.000;0.000;0.000;0.000;0.000;0.000;2.100;0.000;0.000;0.000;0.000;0.000;0.000;4.210;0.000;2.100;0.000;0.000;0.000;1.050;1.050;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;1.050;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.171;0.000;0.000;0.000;0.000;2.541;12;61;0
0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;1.166;2;7;0
0.950;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;2.850;0.000;0.950;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.950;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.350;0.000;0.000;0.000;0.000;2.608;14;60;0
0.050;0.000;0.100;0.000;0.150;0.050;0.000;0.000;0.570;0.000;0.000;0.260;0.000;0.000;0.000;0.000;0.000;0.050;0.210;0.000;0.150;0.000;0.000;0.000;0.630;0.680;0.050;0.000;0.000;0.000;0.000;0.000;0.730;0.000;0.000;0.000;0.420;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.050;0.000;0.193;0.170;0.059;0.000;0.014;0.000;3.461;66;1170;0
0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;7.310;0.000;0.000;0.000;0.000;0.000;9.750;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;2.875;12;46;0
0.000;0.000;0.910;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.910;0.910;0.000;0.000;0.000;0.000;0.000;5.500;0.000;0.910;0.000;0.000;1.830;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.910;0.910;0.000;0.000;0.000;0.000;0.000;0.130;0.000;0.000;2.457;47;86;0
0.000;0.450;1.350;0.000;1.350;0.000;0.900;0.450;0.000;1.350;0.000;0.450;2.710;0.000;0.000;0.000;0.000;0.900;2.260;0.000;1.800;0.000;0.450;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.820;0.410;0.000;2.446;12;137;1
0.000;0.000;0.060;0.000;0.000;0.000;0.000;0.060;0.130;0.130;0.130;1.670;0.260;0.330;0.000;0.130;0.130;0.000;0.000;0.060;0.060;0.000;0.000;0.000;2.540;0.130;0.000;0.000;0.200;0.260;0.130;0.000;0.000;0.000;0.060;0.200;0.130;0.060;0.000;0.060;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.028;0.131;0.000;0.000;0.000;0.000;1.997;20;787;0
0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;7.690;7.690;0.000;0.000;0.000;0.775;0.000;0.000;0.000;0.000;1.000;1;5;0
0.000;0.000;0.000;0.000;0.210;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.210;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.205;0.000;0.034;0.000;0.000;3.168;15;339;1
0.000;0.000;0.230;0.000;0.460;0.000;0.000;0.000;0.230;0.000;0.000;0.000;0.000;1.390;0.000;0.000;0.230;0.000;0.000;0.000;0.690;0.000;0.000;0.000;0.460;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.230;0.000;0.000;0.000;0.000;1.860;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.113;0.000;0.090;0.000;0.203;2.430;121;666;0
0.120;0.000;0.120;0.000;0.000;0.000;0.000;0.000;1.120;0.000;0.000;0.370;0.000;0.000;0.000;0.000;0.000;0.000;0.490;0.000;0.240;0.000;0.000;0.000;0.620;0.740;0.120;0.000;0.000;0.000;0.000;0.000;0.370;0.000;0.000;0.000;0.120;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.120;0.189;0.034;0.000;0.034;0.000;3.302;41;535;0
0.000;2.120;0.000;0.000;0.000;0.000;0.000;0.000;0.000;2.120;0.000;2.120;0.000;0.000;0.000;0.000;0.000;0.000;6.380;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;2.120;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;2.692;21;35;0
0.000;1.250;0.620;0.000;0.000;0.000;1.250;0.000;0.000;0.000;0.620;0.620;0.000;0.000;0.620;2.500;0.000;1.250;5.000;0.000;1.250;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.044;0.000;0.223;0.000;0.000;2.350;29;134;1
0.960;0.000;0.000;0.000;0.320;0.000;0.000;0.000;0.000;0.000;0.000;0.320;0.000;0.000;0.000;0.000;0.000;0.000;1.930;0.000;0.320;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.320;0.000;0.320;0.000;0.000;0.000;0.057;0.000;0.000;0.000;0.000;1.147;5;78;0
0.000;0.000;0.000;0.000;0.000;0.320;0.000;0.640;0.000;0.000;0.000;1.600;0.000;0.320;0.000;0.000;0.000;0.320;0.320;0.000;0.000;0.000;0.000;0.000;0.320;0.320;0.000;0.320;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.080;0.000;0.000;0.000;0.000;4.295;87;262;0
0.000;0.000;0.000;0.000;0.130;0.000;0.000;0.550;0.000;0.000;0.000;0.130;0.130;0.000;0.000;0.000;0.270;0.000;0.000;0.000;0.000;0.000;0.410;0.000;2.790;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.130;0.270;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.071;0.143;0.000;0.000;0.053;0.000;2.662;22;418;0
0.000;0.000;0.250;0.000;0.120;0.120;0.000;0.120;0.250;0.000;0.120;1.140;0.250;0.000;0.000;0.000;0.250;0.000;0.000;0.000;0.000;0.000;0.250;0.000;3.040;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.120;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.120;0.000;0.000;0.017;0.000;2.444;24;418;0
0.000;0.320;0.960;0.000;0.000;0.000;0.000;0.000;0.000;0.640;0.000;1.280;0.000;0.000;0.000;0.000;0.000;0.000;3.520;0.000;1.600;0.000;0.000;0.000;0.960;1.600;0.000;0.000;0.000;0.640;0.000;0.000;0.000;0.000;0.000;0.000;0.320;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.064;0.000;0.128;0.000;0.000;1.653;5;86;0
0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.830;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.830;0.410;0.000;0.410;0.410;0.000;0.000;0.000;0.000;0.000;0.410;0.410;0.410;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.159;0.000;0.000;0.000;0.000;1.848;13;122;0
0.000;0.000;0.000;0.000;0.000;0.170;0.000;0.000;0.000;0.000;0.000;0.520;0.170;0.000;0.000;0.000;0.690;0.000;0.000;0.000;0.170;0.000;0.000;0.000;1.040;0.000;0.000;0.000;0.340;0.340;0.000;0.000;0.000;0.000;0.000;1.040;0.000;0.000;0.000;0.170;0.000;0.000;0.000;0.520;0.000;0.000;0.000;0.000;0.000;0.055;0.000;0.000;0.000;0.000;1.685;7;204;0
0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;1.060;0.000;0.000;0.000;0.000;0.000;0.000;1.060;0.000;0.000;0.000;0.000;0.000;3.190;1.060;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;1.060;0.000;2.120;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.168;0.000;0.168;0.000;0.000;1.750;7;63;0
0.000;0.360;0.720;0.000;1.440;0.000;0.360;0.000;0.000;1.440;0.720;0.360;0.360;0.000;0.000;0.000;0.000;0.000;2.890;0.000;2.170;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;2.517;6.685;60;234;1
0.680;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;1.360;0.000;0.000;2.040;0.000;0.000;0.680;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.125;0.375;0.000;1.001;0.000;0.250;4.551;32;132;1
0.000;0.000;1.160;0.000;1.160;0.000;0.000;0.000;0.000;0.000;0.000;1.160;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;1.160;0.000;0.000;0.000;0.000;0.000;1.160;0.000;0.368;0.000;0.184;0.000;0.000;2.833;11;51;0
0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;12.190;0.000;4.870;0.000;0.000;9.750;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;1.000;1;7;0
0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;1.000;1;3;0
0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.613;0.000;0.000;0.000;0.000;2.000;3;6;0
0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;4.160;0.000;0.000;0.000;0.000;0.000;0.000;0.000;4.160;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;2.250;4;18;0
0.290;0.290;0.000;0.000;0.290;0.000;0.000;1.460;0.000;0.000;0.000;0.290;0.000;0.000;0.000;0.580;2.040;0.290;2.040;1.160;1.460;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.420;0.046;0.046;2.228;34;234;1
0.000;0.000;1.580;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.790;0.000;0.000;0.000;0.000;0.000;0.000;1.580;0.000;0.000;0.000;0.000;0.000;0.790;0.790;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.149;0.000;0.149;0.000;0.000;1.482;10;43;0
0.140;0.000;0.140;0.000;0.000;0.560;0.000;0.000;0.000;0.000;0.000;0.140;0.000;0.000;0.000;0.000;0.000;0.280;2.410;0.000;0.140;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.420;0.000;0.000;0.000;0.700;0.140;0.000;0.000;0.000;0.053;0.000;0.000;0.000;0.000;1.136;5;108;0
0.000;0.000;0.000;0.000;0.310;0.000;0.000;0.000;0.000;0.000;0.000;0.310;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.310;0.000;0.000;0.630;0.000;0.630;0.000;0.000;0.630;0.000;0.310;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.045;0.000;0.000;0.000;0.000;1.813;11;107;0
0.250;0.000;0.500;0.000;0.250;0.000;0.000;0.000;0.000;0.000;0.000;0.500;0.000;0.000;0.000;0.000;0.000;0.750;6.280;0.000;0.750;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.500;0.250;0.000;0.000;0.048;0.000;0.000;0.000;0.000;0.000;1.000;1;42;0
0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;4.470;0.000;1.490;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;1.490;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;1.490;0.000;0.000;0.000;0.000;0.000;0.000;1.785;6;25;0
0.000;0.000;0.470;0.000;0.000;0.000;0.940;0.000;0.000;0.000;0.000;0.470;0.000;0.000;0.000;0.000;0.470;0.000;0.940;0.000;0.470;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.470;0.000;0.000;0.000;0.000;0.072;0.000;0.217;0.000;0.000;1.480;11;77;1
0.000;0.000;0.890;0.000;1.790;0.440;0.000;0.000;0.000;0.000;0.000;0.440;0.000;0.000;0.000;1.340;0.000;0.000;2.240;0.000;4.480;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.075;0.075;0.000;0.000;0.000;1.968;11;124;1
0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;1.960;0.000;0.000;0.000;0.000;0.000;0.000;0.000;1.960;1.960;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;1.960;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.373;0.000;0.000;0.000;0.000;1.857;11;26;0
0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;3.840;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;3.840;0.000;0.000;0.000;0.000;0.719;0.000;0.000;0.000;0.000;1.571;3;11;0
0.260;0.000;0.260;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.260;0.520;0.000;0.000;0.000;0.000;0.000;1.560;0.000;0.000;0.000;0.000;0.000;0.780;0.260;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.260;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.123;0.041;0.000;0.041;0.000;0.000;1.517;4;44;0
