Feat0;Feat1;Feat2;Feat3;Feat4;Feat5;Feat6;Feat7;Feat8;Feat9;Feat10;Feat11;Feat12;Feat13;Feat14;Feat15;Feat16;Feat17;Target
0;0;0;6260;268;-33;-11;0;0;0;0;0;0;0;0;0;0;0;0
1;0;1;37560;493;149;61;0;1;1;0;0;0;0;0;0;200;200;0
0;0;0;4310;172;-30;9;0;0;0;0;0;0;0;0;0;0;0;0
1;0;1;788650;2361;18;17;0;3;2;1;0;0;0;0;0;6100;5000;1
0;0;1;40070;501;16;-11;0;0;0;0;0;0;0;0;0;0;0;1
0;0;1;14010;340;-53;-32;0;1;1;0;0;0;0;0;0;600;600;0
1;1;0;66800;441;-34;-31;0;0;0;0;0;0;0;0;0;0;0;0
0;0;1;33560;590;194;111;0;0;0;0;0;0;0;0;0;0;0;0
1;0;1;7810;236;-76;-46;0;0;0;0;0;0;0;0;0;0;0;0
0;0;1;33660;248;9;28;0;4;2;2;0;0;0;0;0;11100;8000;0
1;1;0;8660;205;16;188;1;1;0;0;1;0;0;0;0;10000;10000;0
1;0;1;45910;656;69;39;0;0;0;0;0;0;0;0;0;0;0;0
0;0;1;19820;527;73;89;0;0;0;0;0;0;0;0;0;0;0;0
0;0;1;372770;975;37;32;0;3;3;0;0;0;0;0;0;1400;700;0
0;1;1;1127430;3031;58;90;0;1;1;0;0;0;0;0;0;300;300;0
0;0;0;10970;342;17;9;0;1;1;0;0;0;0;0;0;500;500;0
0;0;1;53900;320;-36;-20;0;2;0;2;0;0;0;0;0;4000;2000;0
0;1;1;24570;327;-4;-35;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;65250;450;-74;-70;0;0;0;0;0;0;0;0;0;0;0;1
1;0;0;5920;82;-94;-85;0;0;0;0;0;0;0;0;0;0;0;0
0;1;1;11320;472;-6;56;1;0;0;0;0;0;0;0;0;0;0;0
0;0;0;25580;120;-54;-53;0;1;0;1;0;0;0;0;0;6000;6000;0
0;0;1;20380;162;-58;-59;0;2;1;1;0;0;0;0;0;4700;4000;1
1;1;1;90090;1132;207;128;0;1;0;1;0;0;0;0;0;4000;4000;0
1;0;1;31440;361;-27;-22;0;3;2;1;0;0;0;0;0;4600;4000;0
0;0;0;6040;41;-13;-33;0;2;1;1;0;0;0;0;0;3300;3000;0
0;0;0;26800;94;-18;-49;0;1;0;1;0;0;0;0;0;3000;3000;0
0;0;0;10640;62;-68;-43;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;10040;216;7;-33;0;0;0;0;0;0;0;0;0;0;0;0
0;1;1;46080;942;146;87;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;32070;138;-36;-23;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;17730;134;97;-38;0;0;0;0;0;0;0;0;0;0;0;0
1;0;1;45330;485;-4;25;0;3;0;2;0;1;0;0;0;402000;400000;0
0;1;0;9430;123;22;-38;0;1;1;0;0;0;0;0;0;400;400;0
1;0;1;39120;651;13;18;0;2;2;0;0;0;0;0;0;1000;900;0
0;0;1;54980;115;-72;-66;0;1;1;0;0;0;0;0;0;600;600;0
0;0;1;37270;293;-31;-23;0;3;1;2;0;0;0;0;0;6200;4000;0
0;0;0;76150;260;-52;-50;0;1;0;1;0;0;0;0;0;4000;4000;0
0;0;0;9700;216;-22;-14;0;0;0;0;0;0;0;0;0;0;0;0
1;2;1;39900;984;-12;41;1;1;0;1;0;0;0;0;0;4000;4000;0
0;0;0;1490;10;-37;-75;0;0;0;0;0;0;0;0;0;0;0;0
1;0;1;12470;227;-2;-8;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;2810;7;15;-82;0;0;0;0;0;0;0;0;0;0;0;0
0;0;1;17690;284;-24;-26;0;1;1;0;0;0;0;0;0;300;300;0
1;0;0;4140;111;-59;-41;0;0;0;0;0;0;0;0;0;0;0;0
0;2;0;24620;490;222;106;2;1;1;0;0;0;0;0;0;400;400;0
0;0;1;24100;197;16;-45;0;0;0;0;0;0;0;0;0;0;0;0
1;0;1;21650;348;53;18;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;5090;35;63;-12;0;0;0;0;0;0;0;0;0;0;0;0
1;0;1;76610;987;141;19;0;0;0;0;0;0;0;0;0;0;0;0
1;0;1;186280;1921;39;51;0;3;1;1;1;0;0;0;0;72500;70000;0
0;1;0;1020;10;-81;-82;0;0;0;0;0;0;0;0;0;0;0;0
0;1;1;17660;224;-41;-27;0;5;2;3;0;0;0;0;0;9900;4000;1
1;1;1;742750;3037;87;85;0;4;0;4;0;0;0;0;0;18000;8000;0
1;1;1;17150;198;-39;-44;0;3;1;1;1;0;0;0;0;24200;20000;0
0;0;1;18850;215;-13;-43;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;5760;65;-36;-70;0;0;0;0;0;0;0;0;0;0;0;0
1;0;1;70450;1244;145;58;0;0;0;0;0;0;0;0;0;0;0;0
0;1;1;226790;717;2;0;0;0;0;0;0;0;0;0;0;0;0;0
0;0;1;19570;153;-36;-21;0;1;1;0;0;0;0;0;0;700;700;0
0;0;0;7920;248;-23;-28;0;0;0;0;0;0;0;0;0;0;0;0
0;1;0;24150;364;176;90;0;1;0;1;0;0;0;0;0;5000;5000;0
0;1;1;8450;164;-70;-66;0;0;0;0;0;0;0;0;0;0;0;0
0;0;1;22900;332;20;-1;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;48990;194;-27;-3;0;1;0;1;0;0;0;0;0;4000;4000;0
0;0;0;430;3;-71;-92;0;0;0;0;0;0;0;0;0;0;0;0
1;1;1;18580;121;-31;-59;0;2;2;0;0;0;0;0;0;1200;800;0
0;0;0;42950;172;-76;-61;0;1;0;1;0;0;0;0;0;6000;6000;0
0;0;0;10420;62;-85;-86;0;1;0;1;0;0;0;0;0;1000;1000;0
0;0;1;2196220;3848;62;51;0;3;1;2;0;0;0;0;0;8500;4000;0
0;1;0;19120;36;-24;-20;0;0;0;0;0;0;0;0;0;0;0;0
0;1;1;17610;228;5;-13;0;0;0;0;0;0;0;0;0;0;0;0
1;0;1;15770;549;-26;-12;0;0;0;0;0;0;0;0;0;0;0;0
0;1;1;10270;306;-31;-19;1;0;0;0;0;0;0;0;0;0;0;0
0;1;0;7400;47;-68;-80;0;1;0;1;0;0;0;0;0;3000;3000;0
0;0;1;28350;467;-19;-15;0;0;0;0;0;0;0;0;0;0;0;0
0;1;0;17930;347;668;323;2;0;0;0;0;0;0;0;0;0;0;0
1;0;1;27390;674;-17;30;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;19560;659;123;121;0;1;1;0;0;0;0;0;0;700;700;0
1;1;1;54610;527;95;84;0;6;1;5;0;0;0;0;0;14700;4000;1
1;0;1;16940;288;47;18;0;0;0;0;0;0;0;0;0;0;0;0
1;0;1;13960;293;-12;12;0;1;0;0;1;0;0;0;0;30000;30000;0
1;0;1;10000;208;-62;-49;0;1;1;0;0;0;0;0;0;500;500;0
1;0;1;25400;398;-29;-8;0;2;0;2;0;0;0;0;0;6000;4000;0
1;0;1;76200;766;166;71;0;0;0;0;0;0;0;0;0;0;0;0
1;0;1;58720;513;175;8;0;0;0;0;0;0;0;0;0;0;0;0
1;0;1;28900;692;0;-13;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;51230;222;-68;-57;0;1;0;1;0;0;0;0;0;3000;3000;0
1;1;1;65960;496;164;-1;0;2;1;1;0;0;0;0;0;2200;2000;0
1;0;0;23670;721;153;140;0;1;1;0;0;0;0;0;0;300;300;0
0;1;1;19170;158;-44;-46;0;2;1;1;0;0;0;0;0;4500;4000;0
1;0;1;134870;2096;-17;4;0;4;2;2;0;0;0;0;0;5100;3000;0
1;0;1;372470;1848;-35;-22;0;3;0;2;1;0;0;0;0;70000;60000;1
0;0;0;720;2;-62;-95;0;0;0;0;0;0;0;0;0;0;0;0
1;1;1;17390;278;-31;-32;0;1;1;0;0;0;0;0;0;600;600;0
0;1;1;26120;341;62;39;0;1;1;0;0;0;0;0;0;400;400;0
0;1;1;27150;441;-11;-31;0;0;0;0;0;0;0;0;0;0;0;0
0;0;1;47370;296;-30;-28;0;4;2;2;0;0;0;0;0;8800;7000;0
1;0;1;11230;103;-65;-68;0;4;1;2;1;0;0;0;0;25200;20000;1
1;0;1;22840;842;146;311;1;0;0;0;0;0;0;0;0;0;0;0
0;0;1;210960;773;-44;-35;0;1;0;1;0;0;0;0;0;5000;5000;0
0;0;0;13880;248;9;2;0;0;0;0;0;0;0;0;0;0;0;0
1;1;1;162810;1768;455;256;2;2;2;0;0;0;0;0;0;700;500;0
1;1;0;23880;488;-4;-22;0;0;0;0;0;0;0;0;0;0;0;0
0;0;1;103460;208;-37;-29;0;0;0;0;0;0;0;0;0;0;0;0
0;1;0;96600;383;87;70;0;0;0;0;0;0;0;0;0;0;0;0
0;1;1;57040;754;99;52;0;1;0;1;0;0;0;0;0;3000;3000;0
0;0;0;44180;203;-10;13;0;0;0;0;0;0;0;0;0;0;0;0
0;1;1;640820;1235;-25;-23;0;1;0;1;0;0;0;0;0;5000;5000;0
0;1;0;5420;163;-46;-29;0;0;0;0;0;0;0;0;0;0;0;0
1;0;1;45670;382;26;5;0;5;1;4;0;0;0;0;0;10800;5000;1
1;0;1;46520;1587;25;52;0;0;0;0;0;0;0;0;0;0;0;0
0;2;0;24940;543;226;129;2;2;1;1;0;0;0;0;0;2500;2000;0
1;0;1;26940;429;-18;-17;0;0;0;0;0;0;0;0;0;0;0;0
0;1;1;36460;902;4;-14;0;0;0;0;0;0;0;0;0;0;0;0
1;0;1;12950;428;-38;-31;0;0;0;0;0;0;0;0;0;0;0;0
0;0;1;102710;1159;-11;5;0;1;1;0;0;0;0;0;0;400;400;0
0;0;0;9280;294;35;71;0;0;0;0;0;0;0;0;0;0;0;0
0;0;1;37580;574;33;23;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;7240;295;-29;-14;0;0;0;0;0;0;0;0;0;0;0;0
0;1;1;104410;631;54;50;0;3;2;1;0;0;0;0;0;1600;1000;0
1;1;1;40280;840;284;278;0;0;0;0;0;0;0;0;0;0;0;0
0;0;1;31250;430;-16;2;0;3;0;3;0;0;0;0;0;4000;2000;1
0;1;1;664090;1824;-12;5;0;2;2;0;0;0;0;0;0;1100;600;0
0;0;1;1101540;1185;-7;-14;0;0;0;0;0;0;0;0;0;0;0;0
0;0;1;1988970;3697;78;57;0;0;0;0;0;0;0;0;0;0;0;0
1;1;1;22010;380;-11;-16;1;0;0;0;0;0;0;0;0;0;0;0
0;0;0;3610;20;32;-50;0;0;0;0;0;0;0;0;0;0;0;0
0;0;1;45990;349;59;94;0;3;2;1;0;0;0;0;0;4200;3000;0
1;0;1;49520;405;60;49;0;4;0;3;1;0;0;0;0;72000;60000;0
1;1;1;13880;507;-22;11;0;0;0;0;0;0;0;0;0;0;0;0
0;1;0;348780;723;-23;4;0;1;1;0;0;0;0;0;0;300;300;0
0;0;0;3410;16;-66;-60;0;0;0;0;0;0;0;0;0;0;0;0
0;1;0;19030;46;20;0;0;1;0;1;0;0;0;0;0;9000;9000;0
1;0;1;536260;1733;2;-4;0;2;0;1;1;0;0;0;0;74000;70000;0
0;0;0;2960;91;-19;-16;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;270490;865;83;78;0;0;0;0;0;0;0;0;0;0;0;0
0;0;1;35200;93;-55;-48;0;1;0;1;0;0;0;0;0;5000;5000;0
0;1;1;16980;451;-30;-38;0;0;0;0;0;0;0;0;0;0;0;0
0;0;1;42010;601;40;17;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;59210;175;-54;-61;0;0;0;0;0;0;0;0;0;0;0;0
0;1;0;10540;321;15;3;0;0;0;0;0;0;0;0;0;0;0;0
1;1;1;289580;1986;-38;2;0;2;0;1;1;0;0;0;0;54000;50000;0
1;0;1;32030;350;12;-22;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;22300;55;2;17;0;0;0;0;0;0;0;0;0;0;0;0
0;1;1;46580;260;-56;-48;0;1;0;1;0;0;0;0;0;2000;2000;0
1;1;0;11660;330;26;49;0;0;0;0;0;0;0;0;0;0;0;0
1;1;1;127770;1141;7;24;0;4;2;1;1;0;0;0;0;44400;40000;0
1;0;1;44330;485;27;-10;0;0;0;0;0;0;0;0;0;0;0;0
1;1;1;20640;517;-23;14;0;0;0;0;0;0;0;0;0;0;0;0
1;0;1;27320;453;17;-4;0;0;0;0;0;0;0;0;0;0;0;1
0;1;1;56350;999;26;19;0;2;2;0;0;0;0;0;0;1000;800;0
1;0;0;4340;129;-51;-31;0;0;0;0;0;0;0;0;0;0;0;0
0;2;1;60300;575;52;-7;2;0;0;0;0;0;0;0;0;0;0;0
1;1;1;31030;534;-8;0;0;1;1;0;0;0;0;0;0;600;600;0
0;1;1;24650;391;-30;-30;0;0;0;0;0;0;0;0;0;0;0;0
0;0;1;46740;553;27;29;0;6;3;3;0;0;0;0;0;5800;2000;0
0;1;1;14180;348;-24;-44;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;2430;19;-24;-52;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;3960;35;-14;-27;0;1;0;1;0;0;0;0;0;1000;1000;0
1;1;1;14190;453;-46;-2;1;0;0;0;0;0;0;0;0;0;0;0
1;0;0;59210;440;-82;-76;0;1;0;1;0;0;0;0;0;2000;2000;0
0;0;1;35570;505;25;9;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;2210;34;-64;-51;0;2;1;1;0;0;0;0;0;3400;3000;0
0;0;1;129190;278;47;67;0;4;1;3;0;0;0;0;0;13500;8000;0
0;0;1;11740;278;-47;-25;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;4390;16;95;-60;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;203850;476;-14;-32;0;1;0;1;0;0;0;0;0;3000;3000;0
0;0;0;5770;45;-86;-89;0;1;0;1;0;0;0;0;0;2000;2000;0
0;1;0;7440;130;-26;-43;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;3250;127;-47;-20;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;4310;66;83;65;0;0;0;0;0;0;0;0;0;0;0;0
0;0;1;38400;555;62;21;0;2;0;2;0;0;0;0;0;12000;8000;0
0;0;0;64930;273;-35;-33;0;1;0;1;0;0;0;0;0;5000;5000;0
0;1;0;11920;141;21;-60;0;1;1;0;0;0;0;0;0;800;800;0
1;0;1;39100;868;36;10;0;1;0;0;1;0;0;0;0;30000;30000;0
0;1;1;5680;210;-66;-20;0;0;0;0;0;0;0;0;0;0;0;0
1;0;1;48980;1007;54;21;0;0;0;0;0;0;0;0;0;0;0;0
1;1;0;9530;178;-24;-29;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;950;4;-40;-90;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;26780;345;18;94;0;0;0;0;0;0;0;0;0;0;0;0
0;1;1;17000;336;1;28;0;0;0;0;0;0;0;0;0;0;0;0
1;0;1;383490;1401;-42;-30;0;1;0;0;1;0;0;0;0;30000;30000;0
0;0;0;77540;174;-75;-73;0;0;0;0;0;0;0;0;0;0;0;0
0;0;1;675030;1992;12;-14;0;4;1;3;0;0;0;0;0;5300;2000;0
0;1;1;69880;855;144;72;0;2;2;0;0;0;0;0;0;1200;800;0
0;0;1;212260;729;-50;-28;0;2;1;1;0;0;0;0;0;1400;1000;0
1;1;0;44240;678;327;79;1;0;0;0;0;0;0;0;0;0;0;0
0;0;0;8510;104;22;-38;0;0;0;0;0;0;0;0;0;0;0;0
0;0;1;395110;1043;46;40;0;3;0;3;0;0;0;0;0;6000;2000;0
0;1;1;35450;567;6;8;0;2;2;0;0;0;0;0;0;600;500;1
0;0;1;101050;213;-8;9;0;0;0;0;0;0;0;0;0;0;0;0
1;0;1;28240;460;-19;-15;0;0;0;0;0;0;0;0;0;0;0;0
1;0;1;38530;1232;3;18;0;1;1;0;0;0;0;0;0;700;700;0
1;1;1;393140;1685;-2;2;0;3;2;1;0;0;0;0;0;5200;4000;0
1;0;1;21970;183;-33;-45;0;5;3;2;0;0;0;0;0;11500;9000;0
1;1;1;58460;540;73;1;0;2;1;1;0;0;0;0;0;3900;3000;1
0;1;0;25710;258;-74;-74;0;1;0;1;0;0;0;0;0;7000;7000;0
1;1;1;44410;1113;-12;52;0;1;0;1;0;0;0;0;0;4000;4000;0
0;2;1;54500;757;35;19;2;0;0;0;0;0;0;0;0;0;0;0
0;1;1;48240;565;187;116;0;0;0;0;0;0;0;0;0;0;0;0
1;1;1;41230;487;152;70;0;1;1;0;0;0;0;0;0;400;400;0
0;2;1;52510;917;23;39;1;1;0;1;0;0;0;0;0;4000;4000;0
0;1;1;20160;243;-47;-36;0;2;1;1;0;0;0;0;0;2700;2000;1
0;1;1;943300;987;-23;-30;0;2;1;1;0;0;0;0;0;1400;1000;0
0;1;1;42840;248;24;5;0;3;0;3;0;0;0;0;0;4000;2000;0
0;0;0;50580;134;15;-18;0;0;0;0;0;0;0;0;0;0;0;0
1;0;0;6780;112;-33;-40;0;0;0;0;0;0;0;0;0;0;0;0
0;1;0;17670;255;130;56;0;0;0;0;0;0;0;0;0;0;0;0
1;1;1;108750;384;96;-56;0;4;2;2;0;0;0;0;0;6200;3000;1
1;0;1;24100;392;-31;-29;0;0;0;0;0;0;0;0;0;0;0;0
0;1;1;107250;168;43;-8;0;0;0;0;0;0;0;0;0;0;0;0
0;1;1;54820;585;-41;-37;0;3;1;2;0;0;0;0;0;5600;3000;0
1;1;1;51560;1088;52;8;0;0;0;0;0;0;0;0;0;0;0;0
1;0;1;17500;324;21;22;0;0;0;0;0;0;0;0;0;0;0;0
1;0;0;28290;478;126;91;0;0;0;0;0;0;0;0;0;0;0;0
0;1;1;43030;625;50;26;0;1;1;0;0;0;0;0;0;300;300;0
1;1;0;6660;153;-35;-58;1;0;0;0;0;0;0;0;0;0;0;0
0;0;0;8540;82;22;-51;0;2;1;1;0;0;0;0;0;2600;2000;0
0;1;0;54770;1913;445;450;2;0;0;0;0;0;0;0;0;0;0;0
0;0;1;24890;363;-26;-32;0;1;1;0;0;0;0;0;0;500;500;0
1;0;1;40150;525;33;40;0;0;0;0;0;0;0;0;0;0;0;0
1;0;1;833660;2493;22;32;0;4;2;2;0;0;0;0;0;11000;6000;0
1;0;1;26170;388;23;-19;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;46380;133;6;-16;0;1;0;1;0;0;0;0;0;5000;5000;0
0;0;1;1189240;2159;-3;-12;0;3;2;1;0;0;0;0;0;5200;4000;0
1;0;0;18440;398;122;137;0;1;1;0;0;0;0;0;0;200;200;0
0;1;0;19420;60;98;20;0;0;0;0;0;0;0;0;0;0;0;0
1;1;1;1367690;2902;0;90;0;4;2;1;1;0;0;0;0;25400;20000;0
1;1;1;40560;1130;82;90;0;2;2;0;0;0;0;0;0;1200;700;0
0;0;1;11440;505;0;81;0;0;0;0;0;0;0;0;0;0;0;0
1;0;1;58850;679;113;-20;0;3;3;0;0;0;0;0;0;1300;800;1
1;0;0;17620;557;91;151;0;1;1;0;0;0;0;0;0;300;300;0
1;0;1;56060;600;140;27;0;0;0;0;0;0;0;0;0;0;0;0
1;0;1;24140;285;-27;-35;0;0;0;0;0;0;0;0;0;0;0;0
0;1;0;12520;321;37;3;0;0;0;0;0;0;0;0;0;0;0;0
0;1;1;49070;587;28;-20;0;2;1;1;0;0;0;0;0;2400;2000;0
0;1;0;8900;38;-83;-77;0;0;0;0;0;0;0;0;0;0;0;0
0;1;1;44500;660;49;59;0;2;2;0;0;0;0;0;0;1100;700;0
0;0;1;372380;1264;-26;-9;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;1070;10;-64;-75;0;0;0;0;0;0;0;0;0;0;0;0
1;0;1;779850;2999;35;38;0;2;1;1;0;0;0;0;0;5600;5000;0
0;1;1;10980;327;-16;0;1;0;0;0;0;0;0;0;0;0;0;0
0;0;1;25680;515;-14;2;0;0;0;0;0;0;0;0;0;0;0;0
1;1;1;45680;1276;84;92;0;1;1;0;0;0;0;0;0;500;500;0
0;0;0;5280;232;-43;5;0;0;0;0;0;0;0;0;0;0;0;0
1;0;1;20550;381;-37;-26;0;0;0;0;0;0;0;0;0;0;0;1
0;1;1;34110;408;112;70;0;3;2;1;0;0;0;0;0;5300;4000;0
0;0;0;71840;255;54;28;0;1;0;1;0;0;0;0;0;6000;6000;0
0;0;0;8030;224;31;42;0;0;0;0;0;0;0;0;0;0;0;0
1;0;1;36870;579;163;119;0;1;0;1;0;0;0;0;0;5000;5000;0
1;1;1;63190;840;115;69;0;2;2;0;0;0;0;0;0;600;400;0
0;1;1;20580;436;-30;4;0;0;0;0;0;0;0;0;0;0;0;0
0;1;1;84880;807;233;82;0;1;1;0;0;0;0;0;0;800;800;0
0;0;0;10040;300;7;-7;0;0;0;0;0;0;0;0;0;0;0;0
0;1;0;7130;105;134;142;1;0;0;0;0;0;0;0;0;0;0;0
1;1;0;2970;142;-71;-61;1;0;0;0;0;0;0;0;0;0;0;0
0;1;0;5820;308;-37;-1;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;58850;236;-73;-74;0;0;0;0;0;0;0;0;0;0;0;0
1;1;1;33960;593;29;28;1;1;0;1;0;0;0;0;0;4000;4000;0
0;0;0;21900;60;-5;25;0;0;0;0;0;0;0;0;0;0;0;0
0;0;1;26220;707;51;22;0;0;0;0;0;0;0;0;0;0;0;0
0;1;1;81410;441;-19;-56;0;3;2;1;0;0;0;0;0;10200;9000;1
1;1;0;19820;362;-21;-42;0;0;0;0;0;0;0;0;0;0;0;0
1;1;1;21220;540;-26;-14;1;0;0;0;0;0;0;0;0;0;0;1
0;0;1;23650;212;34;-33;0;2;2;0;0;0;0;0;0;1100;700;0
0;0;1;26130;220;-46;-27;0;2;1;1;0;0;0;0;0;2200;2000;0
1;0;1;15130;372;18;51;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;18870;47;-19;-3;0;2;1;1;0;0;0;0;0;4800;4000;0
0;1;0;8820;280;-4;-10;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;73030;240;25;7;0;0;0;0;0;0;0;0;0;0;0;0
1;0;1;16450;378;-48;-16;0;0;0;0;0;0;0;0;0;0;0;0
1;0;0;6940;186;-39;-17;0;1;0;1;0;0;0;0;0;2000;2000;0
1;0;1;31560;491;16;4;0;1;0;1;0;0;0;0;0;2000;2000;0
0;0;0;13250;32;-71;-79;0;0;0;0;0;0;0;0;0;0;0;0
1;1;1;571990;1608;0;-18;0;4;0;3;1;0;0;0;0;44000;30000;0
1;1;1;32500;566;21;24;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;4760;35;-94;-73;0;0;0;0;0;0;0;0;0;0;0;0
1;0;0;9340;153;-10;-60;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;8180;273;-28;12;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;2820;25;10;-38;0;0;0;0;0;0;0;0;0;0;0;0
