Feat0;Feat1;Feat2;Feat3;Feat4;Feat5;Feat6;Feat7;Feat8;Feat9;Feat10;Feat11;Feat12;Feat13;Feat14;Feat15;Feat16;Feat17;Target
0;0;0;780;6;-70;-85;0;0;0;0;0;0;0;0;0;0;0;0
1;0;1;32310;194;-56;-49;0;4;1;2;1;0;0;0;0;28400;20000;0
0;1;0;32830;85;33;31;0;0;0;0;0;0;0;0;0;0;0;0
0;1;1;34660;516;23;-20;1;0;0;0;0;0;0;0;0;0;0;0
0;0;0;18600;29;60;-42;0;0;0;0;0;0;0;0;0;0;0;0
1;1;1;18490;451;-34;-4;0;0;0;0;0;0;0;0;0;0;0;0
0;0;1;54030;335;-3;13;0;6;3;3;0;0;0;0;0;13300;9000;0
0;1;0;53380;108;-13;-8;0;3;2;1;0;0;0;0;0;1700;1000;0
0;1;0;48440;76;86;11;0;0;0;0;0;0;0;0;0;0;0;0
1;0;0;11080;343;33;104;0;0;0;0;0;0;0;0;0;0;0;0
1;0;0;3270;118;-69;-69;0;0;0;0;0;0;0;0;0;0;0;0
0;1;0;10520;72;46;1;0;1;0;1;0;0;0;0;0;5000;5000;0
1;1;1;30150;691;13;52;0;0;0;0;0;0;0;0;0;0;0;0
0;1;0;2410;109;-76;-69;0;0;0;0;0;0;0;0;0;0;0;0
1;0;1;233800;1315;7;-7;0;3;2;0;1;0;0;0;0;20700;20000;0
0;1;0;10920;136;58;-16;0;1;1;0;0;0;0;0;0;200;200;0
1;1;1;36970;1033;9;3;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;560;7;-84;-82;0;0;0;0;0;0;0;0;0;0;0;0
1;1;1;93280;747;273;49;0;3;0;2;1;0;0;0;0;16000;10000;0
0;1;0;17930;347;668;323;2;0;0;0;0;0;0;0;0;0;0;0
1;1;1;17150;198;-39;-44;0;3;1;1;1;0;0;0;0;24200;20000;0
0;0;0;9980;170;-54;-13;0;1;0;1;0;0;0;0;0;1000;1000;0
1;0;1;34740;563;18;13;0;0;0;0;0;0;0;0;0;0;0;0
0;1;1;43030;625;50;26;0;1;1;0;0;0;0;0;0;300;300;0
0;0;0;15590;82;-59;-48;0;0;0;0;0;0;0;0;0;0;0;0
1;1;1;23050;428;-19;-32;1;0;0;0;0;0;0;0;0;0;0;0
0;1;1;5680;210;-66;-20;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;8850;361;-12;4;0;0;0;0;0;0;0;0;0;0;0;0
0;0;1;53390;432;-7;15;0;2;1;1;0;0;0;0;0;3200;3000;0
0;1;1;436650;1232;23;6;0;0;0;0;0;0;0;0;0;0;0;0
0;1;1;32930;271;-16;-7;0;1;0;1;0;0;0;0;0;3000;3000;0
0;0;0;146840;744;-68;-46;0;1;0;1;0;0;0;0;0;2000;2000;0
0;1;1;40480;639;51;-2;0;0;0;0;0;0;0;0;0;0;0;0
1;0;1;19910;373;-24;-2;0;1;0;1;0;0;0;0;0;5000;5000;0
0;0;0;1340;21;-42;-48;0;0;0;0;0;0;0;0;0;0;0;0
1;0;1;36400;303;-53;-21;0;2;1;1;0;0;0;0;0;1400;1000;0
0;1;1;14990;185;-49;-51;0;2;1;1;0;0;0;0;0;4500;4000;1
1;1;0;8330;113;-19;-69;1;0;0;0;0;0;0;0;0;0;0;0
1;0;1;788650;2361;18;17;0;3;2;1;0;0;0;0;0;6100;5000;1
1;0;1;20660;335;-42;-39;0;1;1;0;0;0;0;0;0;200;200;0
1;0;1;54920;801;102;70;0;1;1;0;0;0;0;0;0;200;200;0
0;0;1;53170;461;9;23;0;5;2;3;0;0;0;0;0;4800;2000;0
0;0;1;1449990;1581;51;12;0;0;0;0;0;0;0;0;0;0;0;0
1;1;0;6660;153;-35;-58;1;0;0;0;0;0;0;0;0;0;0;0
1;0;1;20550;381;-37;-26;0;0;0;0;0;0;0;0;0;0;0;1
0;0;1;23960;539;54;91;0;0;0;0;0;0;0;0;0;0;0;0
1;0;1;833660;2493;22;32;0;4;2;2;0;0;0;0;0;11000;6000;0
1;1;0;12540;211;0;-16;0;0;0;0;0;0;0;0;0;0;0;0
1;0;1;68920;1004;-59;-51;0;3;0;2;1;0;0;0;0;66000;60000;0
0;0;1;36400;411;-7;-5;0;2;1;1;0;0;0;0;0;8700;8000;0
0;1;1;60340;495;68;96;0;5;3;2;0;0;0;0;0;12500;8000;0
0;0;0;4310;29;15;-28;0;0;0;0;0;0;0;0;0;0;0;0
0;0;1;17540;252;-23;-48;0;0;0;0;0;0;0;0;0;0;0;0
1;1;0;8660;205;16;188;1;1;0;0;1;0;0;0;0;10000;10000;0
0;0;0;8170;274;-32;11;0;0;0;0;0;0;0;0;0;0;0;0
0;1;1;28520;483;-19;5;1;3;3;0;0;0;0;0;0;1700;700;1
0;1;0;5550;168;-52;-53;0;0;0;0;0;0;0;0;0;0;0;0
0;1;1;836500;2313;55;19;0;4;0;4;0;0;0;0;0;19000;9000;1
1;0;1;73160;654;155;46;0;1;0;1;0;0;0;0;0;3000;3000;0
1;1;1;1132810;1893;-14;34;0;5;3;2;0;0;0;0;0;7000;3000;1
0;1;1;49070;587;28;-20;0;2;1;1;0;0;0;0;0;2400;2000;0
0;1;1;1514120;1518;28;12;0;3;2;1;0;0;0;0;0;1900;1000;1
0;1;1;582700;1232;-32;-28;0;1;0;1;0;0;0;0;0;7000;7000;0
0;1;1;41740;966;164;143;0;0;0;0;0;0;0;0;0;0;0;0
1;0;0;18440;398;122;137;0;1;1;0;0;0;0;0;0;200;200;0
1;1;0;26360;459;154;21;1;2;2;0;0;0;0;0;0;700;500;0
0;0;0;4490;177;-60;-49;0;0;0;0;0;0;0;0;0;0;0;0
0;1;1;32110;427;9;2;0;1;1;0;0;0;0;0;0;200;200;0
0;0;0;11620;23;-76;-71;0;0;0;0;0;0;0;0;0;0;0;0
0;0;1;140890;230;-32;-37;0;2;2;0;0;0;0;0;0;600;400;0
0;0;0;51320;239;11;23;0;1;0;1;0;0;0;0;0;6000;6000;0
1;1;0;4330;160;-65;-36;0;0;0;0;0;0;0;0;0;0;0;0
0;1;0;11230;383;19;22;0;0;0;0;0;0;0;0;0;0;0;0
1;1;1;15060;618;-17;29;0;0;0;0;0;0;0;0;0;0;0;0
0;1;1;22640;691;32;60;0;2;2;0;0;0;0;0;0;400;300;0
0;0;1;125340;292;35;62;0;0;0;0;0;0;0;0;0;0;0;0
0;0;1;46400;652;43;7;0;0;0;0;0;0;0;0;0;0;0;0
1;1;1;56690;800;158;115;1;1;0;1;0;0;0;0;0;1000;1000;0
0;0;1;20090;74;-78;-62;0;0;0;0;0;0;0;0;0;0;0;0
0;1;1;66520;685;118;7;0;0;0;0;0;0;0;0;0;0;0;0
0;1;0;26720;53;21;21;1;1;0;1;0;0;0;0;0;1000;1000;0
0;2;1;63410;767;57;21;2;1;1;0;0;0;0;0;0;600;600;0
0;1;1;16980;451;-30;-38;0;0;0;0;0;0;0;0;0;0;0;0
0;1;0;10210;394;169;251;0;0;0;0;0;0;0;0;0;0;0;0
1;1;0;66800;441;-34;-31;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;2970;50;-95;-87;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;3860;77;-38;12;0;0;0;0;0;0;0;0;0;0;0;0
1;0;1;536260;1733;2;-4;0;2;0;1;1;0;0;0;0;74000;70000;0
1;1;1;44010;961;167;109;1;1;1;0;0;0;0;0;0;500;500;0
1;0;1;12950;428;-38;-31;0;0;0;0;0;0;0;0;0;0;0;0
1;0;0;6450;112;-38;-71;0;0;0;0;0;0;0;0;0;0;0;0
0;0;1;11740;46;-90;-96;0;1;0;1;0;0;0;0;0;4000;4000;0
0;1;0;18800;67;-51;-23;0;0;0;0;0;0;0;0;0;0;0;0
1;1;1;45330;648;72;40;1;2;2;0;0;0;0;0;0;900;600;1
0;1;1;4170;224;-78;-64;0;0;0;0;0;0;0;0;0;0;0;0
1;1;0;21540;862;134;182;1;2;1;1;0;0;0;0;0;4200;4000;0
0;0;0;8540;82;22;-51;0;2;1;1;0;0;0;0;0;2600;2000;0
0;0;0;63550;325;15;35;0;0;0;0;0;0;0;0;0;0;0;0
1;1;1;42220;515;159;79;0;0;0;0;0;0;0;0;0;0;0;1
1;0;0;15840;275;90;64;0;1;0;1;0;0;0;0;0;4000;4000;0
1;1;1;40560;1130;82;90;0;2;2;0;0;0;0;0;0;1200;700;0
0;0;0;209760;919;46;89;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;18160;78;-57;-48;0;0;0;0;0;0;0;0;0;0;0;0
0;1;0;8110;29;-33;-28;0;0;0;0;0;0;0;0;0;0;0;0
0;0;1;38400;555;62;21;0;2;0;2;0;0;0;0;0;12000;8000;0
1;0;1;14110;280;-59;-49;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;3460;47;14;18;0;0;0;0;0;0;0;0;0;0;0;0
0;1;0;12580;120;-73;-74;0;1;1;0;0;0;0;0;0;600;600;0
0;0;0;10730;205;-5;-16;0;0;0;0;0;0;0;0;0;0;0;0
0;1;0;135210;3261;1245;838;1;2;0;1;0;1;0;0;0;208000;200000;0
0;0;1;57200;773;102;66;0;2;0;2;0;0;0;0;0;5000;3000;0
0;1;1;30990;525;5;25;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;24900;159;-57;-29;0;0;0;0;0;0;0;0;0;0;0;0
1;1;1;23750;442;32;44;1;1;1;0;0;0;0;0;0;600;600;0
1;1;1;80040;751;-37;-19;0;2;1;1;0;0;0;0;0;1600;1000;0
0;1;1;12430;187;-32;-41;0;0;0;0;0;0;0;0;0;0;0;0
0;0;1;509190;1758;-45;-15;0;2;1;1;0;0;0;0;0;2300;2000;1
0;0;0;13520;363;8;45;0;0;0;0;0;0;0;0;0;0;0;0
0;1;1;107250;168;43;-8;0;0;0;0;0;0;0;0;0;0;0;0
1;1;1;1134540;1363;1;-5;0;2;0;2;0;0;0;0;0;7000;5000;0
1;0;1;118110;1660;-34;-15;0;1;0;1;0;0;0;0;0;2000;2000;1
0;1;1;16110;402;23;23;1;0;0;0;0;0;0;0;0;0;0;0
1;0;1;29560;1067;2;35;0;0;0;0;0;0;0;0;0;0;0;0
0;0;1;29690;636;-10;18;0;1;1;0;0;0;0;0;0;800;800;0
0;0;0;4190;25;22;-38;0;0;0;0;0;0;0;0;0;0;0;0
1;1;1;63800;2116;88;121;1;0;0;0;0;0;0;0;0;0;0;0
0;0;0;500;7;-83;-82;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;5030;125;-28;-29;0;0;0;0;0;0;0;0;0;0;0;0
0;0;1;22140;190;-2;-53;0;1;0;1;0;0;0;0;0;2000;2000;0
0;0;1;26130;260;-15;-21;0;6;3;3;0;0;0;0;0;7700;3000;0
0;1;1;35940;609;28;-6;1;0;0;0;0;0;0;0;0;0;0;0
0;0;0;30650;80;38;66;0;1;1;0;0;0;0;0;0;500;500;0
1;0;1;108010;889;-70;-60;0;4;1;2;1;0;0;0;0;41200;30000;0
0;0;1;7870;141;-71;-67;0;1;1;0;0;0;0;0;0;700;700;0
0;0;0;25510;60;-75;-60;0;0;0;0;0;0;0;0;0;0;0;0
1;1;1;32500;566;21;24;0;0;0;0;0;0;0;0;0;0;0;0
1;0;1;13070;189;13;-23;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;2720;23;-34;-42;0;0;0;0;0;0;0;0;0;0;0;0
0;1;1;32920;363;32;-27;0;0;0;0;0;0;0;0;0;0;0;1
1;1;1;20420;315;-22;-35;0;0;0;0;0;0;0;0;0;0;0;0
0;1;1;38880;689;197;110;1;1;0;1;0;0;0;0;0;2000;2000;0
0;0;1;60420;537;30;43;0;2;1;1;0;0;0;0;0;4500;4000;0
0;0;0;12970;53;-65;-64;0;0;0;0;0;0;0;0;0;0;0;0
1;0;1;25400;810;19;31;0;0;0;0;0;0;0;0;0;0;0;0
0;0;1;233810;839;-31;-24;0;0;0;0;0;0;0;0;0;0;0;0
0;0;1;1034700;1837;33;-6;0;1;0;1;0;0;0;0;0;2000;2000;1
0;0;0;9050;17;-79;-81;0;0;0;0;0;0;0;0;0;0;0;0
0;1;1;225040;575;-3;5;0;2;0;2;0;0;0;0;0;7000;6000;0
1;1;1;42390;356;-48;-7;0;3;1;2;0;0;0;0;0;6600;3000;0
0;0;0;10300;144;13;-22;0;0;0;0;0;0;0;0;0;0;0;0
0;0;1;300520;894;37;37;0;0;0;0;0;0;0;0;0;0;0;0
1;0;1;28290;527;100;79;0;0;0;0;0;0;0;0;0;0;0;0
1;1;0;38900;697;56;12;1;0;0;0;0;0;0;0;0;0;0;0
0;0;0;5020;32;77;-20;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;7570;69;69;67;0;1;0;1;0;0;0;0;0;5000;5000;1
0;0;1;15380;418;37;50;0;0;0;0;0;0;0;0;0;0;0;0
1;0;1;186280;1921;39;51;0;3;1;1;1;0;0;0;0;72500;70000;0
1;1;1;23770;519;-21;0;0;1;1;0;0;0;0;0;0;500;500;0
0;0;1;40770;522;36;2;0;1;0;1;0;0;0;0;0;8000;8000;0
1;0;1;29900;665;-50;-31;0;1;1;0;0;0;0;0;0;900;900;1
0;1;1;34230;551;15;33;0;1;0;1;0;0;0;0;0;2000;2000;0
0;0;0;6530;266;-48;6;0;0;0;0;0;0;0;0;0;0;0;0
1;0;1;65490;735;60;72;0;3;0;2;1;0;0;0;0;72000;60000;0
0;0;0;2290;6;-7;-85;0;0;0;0;0;0;0;0;0;0;0;0
0;1;0;6790;194;-30;-15;0;0;0;0;0;0;0;0;0;0;0;0
1;0;1;7340;166;-53;-54;0;0;0;0;0;0;0;0;0;0;0;0
1;0;1;22060;275;64;8;0;0;0;0;0;0;0;0;0;0;0;0
0;0;1;36600;341;20;37;0;3;0;3;0;0;0;0;0;13000;7000;0
0;0;1;23170;348;-18;-25;0;0;0;0;0;0;0;0;0;0;0;0
0;1;1;18970;301;-27;-38;0;1;0;1;0;0;0;0;0;1000;1000;0
0;0;0;1910;46;-84;-80;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;2770;45;-67;-79;0;0;0;0;0;0;0;0;0;0;0;0
0;1;1;229690;485;45;0;0;4;3;1;0;0;0;0;0;2500;1000;0
0;0;0;4760;94;-23;37;0;0;0;0;0;0;0;0;0;0;0;0
1;1;1;25760;410;-11;-7;0;1;1;0;0;0;0;0;0;200;200;0
0;0;1;47690;518;42;63;0;6;4;2;0;0;0;0;0;7400;3000;0
0;1;1;12000;379;-5;64;1;0;0;0;0;0;0;0;0;0;0;0
0;1;1;14000;286;-59;-48;0;0;0;0;0;0;0;0;0;0;0;0
0;0;1;48630;126;-48;-35;0;0;0;0;0;0;0;0;0;0;0;0
1;0;0;90160;425;-48;-39;0;0;0;0;0;0;0;0;0;0;0;0
1;0;1;71650;1173;-53;-40;0;1;0;1;0;0;0;0;0;7000;7000;0
0;0;0;414700;900;69;63;0;0;0;0;0;0;0;0;0;0;0;0
1;0;1;570400;1892;-17;-7;0;2;0;2;0;0;0;0;0;11000;7000;0
0;0;1;45080;468;3;-6;0;3;2;1;0;0;0;0;0;2000;1000;0
0;0;0;2850;10;12;-75;0;0;0;0;0;0;0;0;0;0;0;0
0;0;1;8380;47;-78;-85;0;1;0;1;0;0;0;0;0;6000;6000;0
0;0;1;59640;722;98;47;0;2;2;0;0;0;0;0;0;600;400;0
0;0;1;8820;243;50;-5;0;0;0;0;0;0;0;0;0;0;0;0
1;0;0;8470;203;-17;8;0;0;0;0;0;0;0;0;0;0;0;0
1;0;1;21970;183;-33;-45;0;5;3;2;0;0;0;0;0;11500;9000;0
0;0;1;28500;337;-26;-22;0;1;1;0;0;0;0;0;0;400;400;0
0;0;0;41340;89;42;12;0;0;0;0;0;0;0;0;0;0;0;0
0;1;0;10760;28;-1;-30;0;0;0;0;0;0;0;0;0;0;0;0
1;1;1;19120;389;-23;-14;1;0;0;0;0;0;0;0;0;0;0;0
0;0;0;6390;138;-29;-36;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;5770;45;-86;-89;0;1;0;1;0;0;0;0;0;2000;2000;0
0;0;0;53320;203;-31;-39;0;1;0;1;0;0;0;0;0;4000;4000;0
0;2;1;51740;847;28;33;2;1;1;0;0;0;0;0;0;200;200;0
0;0;0;1150;6;-59;-85;0;0;0;0;0;0;0;0;0;0;0;0
0;1;1;22900;481;-32;-8;0;0;0;0;0;0;0;0;0;0;0;0
0;1;1;39410;1146;12;9;0;1;0;1;0;0;0;0;0;3000;3000;0
0;1;1;15010;368;-42;-24;0;1;1;0;0;0;0;0;0;800;800;0
1;0;1;74940;360;31;15;0;2;2;0;0;0;0;0;0;500;400;0
0;0;1;80100;867;150;35;0;2;1;1;0;0;0;0;0;1500;1000;0
1;0;1;448900;2162;-29;-1;0;5;1;3;1;0;0;0;0;31500;20000;0
1;0;1;24100;392;-31;-29;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;17730;134;97;-38;0;0;0;0;0;0;0;0;0;0;0;0
1;1;1;13590;359;-51;-23;0;1;0;1;0;0;0;0;0;1000;1000;0
0;0;0;47830;264;-65;-47;0;1;0;1;0;0;0;0;0;3000;3000;0
0;1;1;12440;333;-63;-38;0;0;0;0;0;0;0;0;0;0;0;0
0;1;1;14980;267;-7;9;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;40370;755;223;202;0;0;0;0;0;0;0;0;0;0;0;0
1;0;1;1104700;2584;3;33;0;0;0;0;0;0;0;0;0;0;0;0
0;1;0;1200;15;-79;-74;0;0;0;0;0;0;0;0;0;0;0;0
0;0;1;35800;341;16;38;0;0;0;0;0;0;0;0;0;0;0;0
0;1;1;111510;169;-36;-63;0;2;0;2;0;0;0;0;0;5000;3000;0
0;1;1;35450;567;6;8;0;2;2;0;0;0;0;0;0;600;500;1
1;1;1;74380;895;153;80;0;0;0;0;0;0;0;0;0;0;0;0
0;1;1;45170;579;-14;-10;0;1;0;1;0;0;0;0;0;2000;2000;0
0;0;0;2920;20;-7;-50;0;0;0;0;0;0;0;0;0;0;0;0
0;1;0;44730;79;-58;-49;0;0;0;0;0;0;0;0;0;0;0;0
1;0;1;18310;317;-45;-27;0;0;0;0;0;0;0;0;0;0;0;0
1;2;1;52690;684;16;-2;1;1;0;1;0;0;0;0;0;2000;2000;0
0;0;1;16430;213;-27;-47;0;1;0;1;0;0;0;0;0;6000;6000;0
0;1;0;11730;336;34;13;0;0;0;0;0;0;0;0;0;0;0;0
1;1;1;48950;744;67;53;0;0;0;0;0;0;0;0;0;0;0;0
0;0;1;48710;547;41;-3;0;0;0;0;0;0;0;0;0;0;0;0
0;1;0;8060;57;-81;-86;0;1;0;1;0;0;0;0;0;3000;3000;0
0;0;1;19170;430;-1;29;0;0;0;0;0;0;0;0;0;0;0;0
0;0;1;447360;1332;-37;-33;0;2;1;1;0;0;0;0;0;8400;8000;1
1;0;0;15610;246;25;-2;0;0;0;0;0;0;0;0;0;0;0;0
0;1;0;4230;126;-55;-61;0;0;0;0;0;0;0;0;0;0;0;0
0;0;1;28000;572;115;119;0;0;0;0;0;0;0;0;0;0;0;1
0;0;1;34280;460;-12;5;0;1;0;1;0;0;0;0;0;3000;3000;0
0;0;1;27230;430;-14;-18;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;8280;30;-27;-25;0;0;0;0;0;0;0;0;0;0;0;0
1;1;0;8620;172;-17;-55;1;0;0;0;0;0;0;0;0;0;0;0
1;1;0;9530;178;-24;-29;0;0;0;0;0;0;0;0;0;0;0;0
0;0;0;6760;136;-41;-39;0;1;0;1;0;0;0;0;0;1000;1000;0
0;1;1;2160800;4518;35;57;0;4;2;2;0;0;0;0;0;5100;2000;0
0;1;1;7920;178;-53;-30;0;0;0;0;0;0;0;0;0;0;0;0
0;1;0;7860;165;-21;-28;0;0;0;0;0;0;0;0;0;0;0;0
0;0;1;24360;351;-25;-16;0;2;2;0;0;0;0;0;0;1300;900;0
1;1;1;13880;507;-22;11;0;0;0;0;0;0;0;0;0;0;0;0
0;1;0;67210;420;-31;-32;0;1;0;1;0;0;0;0;0;4000;4000;0
0;0;0;114540;488;-23;0;0;2;0;2;0;0;0;0;0;8000;5000;0
