Feat0;Feat1;Feat2;Feat3;Feat4;Feat5;Feat6;Feat7;Feat8;Feat9;Feat10;Feat11;Feat12;Feat13;Feat14;Feat15;Feat16;Feat17;Feat18;Feat19;Feat20;Feat21;Feat22;Feat23;Feat24;Feat25;Feat26;Feat27;Feat28;Feat29;Feat30;Feat31;Feat32;Feat33;Feat34;Feat35;Feat36;Feat37;Feat38;Feat39;Feat40;Feat41;Feat42;Feat43;Feat44;Feat45;Feat46;Feat47;Feat48;Feat49;Feat50;Feat51;Feat52;Feat53;Feat54;Feat55;Feat56;target
0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;1.470;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;1.470;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.253;0.253;0.000;0.000;0.000;2.352;17;40;0
0.000;0.000;1.000;0.000;0.000;0.250;0.000;0.250;0.000;0.000;0.000;1.500;0.250;0.000;0.000;0.250;0.500;0.000;2.500;0.000;1.500;0.000;0.000;0.250;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.203;0.203;0.000;2.866;34;129;1
0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;1.125;2;9;0
0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;3.700;0.000;1.850;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.920;0.920;0.000;0.000;0.000;0.000;0.000;0.000;0.857;0.000;2.918;47;108;0
0.000;1.260;0.000;0.000;0.000;1.260;0.000;0.000;0.000;0.000;0.000;1.260;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;1.260;0.000;0.000;1.260;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;1.260;0.000;0.000;0.000;0.000;0.198;0.000;0.198;0.596;0.000;3.833;17;69;1
0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;4.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;2.597;0.000;0.000;4.153;26;54;1
0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.660;0.000;0.330;0.000;0.000;0.000;5.660;2.660;2.000;0.660;0.660;0.660;0.660;0.660;0.000;0.660;0.660;0.660;0.660;0.000;0.330;0.660;0.000;0.000;0.660;0.000;0.660;0.000;0.000;0.000;0.101;0.254;0.101;0.050;0.050;0.000;2.725;15;248;0
0.100;0.200;1.010;0.000;0.800;0.800;0.500;0.000;0.800;0.100;0.300;0.700;0.300;0.000;1.610;0.100;0.000;1.110;1.310;0.200;0.700;0.000;0.600;0.100;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.200;0.000;0.100;0.100;0.000;0.000;0.000;0.107;0.000;0.474;0.152;0.015;8.550;669;1351;1
0.140;0.000;0.140;0.000;0.000;0.560;0.000;0.000;0.000;0.000;0.000;0.140;0.000;0.000;0.000;0.000;0.000;0.280;2.410;0.000;0.140;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.420;0.000;0.000;0.000;0.700;0.140;0.000;0.000;0.000;0.053;0.000;0.000;0.000;0.000;1.136;5;108;0
0.000;0.000;0.000;0.000;0.000;0.000;0.000;1.000;0.000;0.000;0.000;0.500;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;2.000;0.500;0.000;0.500;0.500;1.000;0.000;0.000;0.000;0.000;0.500;0.500;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.120;0.000;0.000;0.000;0.000;2.017;13;117;0
0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;3.330;0.000;0.000;0.000;0.000;0.628;0.000;0.000;0.000;0.000;1.500;5;15;0
0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;15.380;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;7.690;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;4.800;19;24;0
0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;2.170;0.000;0.000;0.000;0.000;0.000;0.000;4.340;2.170;0.000;4.340;0.000;2.170;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.529;0.000;0.000;0.000;0.000;4.000;11;68;0
0.000;0.000;0.000;0.000;7.690;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.588;0.000;0.000;0.000;0.000;1.000;1;6;1
0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;4.650;2.320;2.320;2.320;2.320;2.320;2.320;2.320;0.000;2.320;2.320;2.320;0.000;0.000;0.000;2.320;0.000;0.000;0.000;0.000;0.000;2.320;0.000;0.000;0.000;0.692;0.000;0.000;0.000;0.000;3.312;11;53;0
0.000;0.000;0.000;0.000;0.640;0.000;0.640;0.000;0.000;0.000;0.000;0.640;0.640;0.000;0.000;0.000;0.000;0.000;3.890;1.290;1.290;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.640;0.000;0.000;0.000;0.000;0.640;0.000;0.000;0.000;0.000;0.115;0.000;0.921;0.345;0.000;1.833;11;55;1
0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;1.780;0.000;0.000;0.000;0.000;0.000;1.780;1.780;0.000;0.000;0.000;0.000;0.000;0.000;3.570;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;1.500;9;30;0
0.000;0.000;0.000;0.000;1.850;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;1.850;0.000;0.000;0.000;0.000;0.000;1.850;3.700;0.000;3.700;0.000;0.000;0.000;0.000;0.000;0.000;3.700;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.544;1.634;0.000;0.000;0.000;2.352;11;40;0
0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;1.560;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;5.846;17;76;0
0.000;0.000;0.680;0.000;0.000;0.000;0.000;0.000;0.000;0.680;0.000;2.060;0.000;0.000;0.000;0.000;0.000;0.000;0.680;0.000;0.000;0.000;0.000;0.000;1.370;0.680;0.000;1.370;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.680;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.114;0.342;0.000;0.000;0.000;0.000;2.727;11;90;0
0.090;0.090;1.140;0.000;0.380;0.000;0.000;0.090;0.000;0.190;0.380;0.190;0.000;0.000;0.000;0.660;0.000;0.000;1.520;0.000;1.420;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.380;0.000;0.000;0.000;0.000;0.000;0.044;0.059;0.000;0.591;0.000;0.000;3.280;31;771;1
0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;4.540;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;1.545;6;17;0
0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.910;0.000;0.000;0.000;0.000;0.000;0.220;0.000;0.000;0.000;0.000;0.000;0.000;0.220;0.220;0.000;0.450;0.000;0.000;0.000;0.000;0.000;0.000;0.220;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.220;0.000;0.000;0.000;0.220;0.000;0.154;0.000;0.000;0.000;0.000;1.768;15;122;0
0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;20.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;1.000;1;5;0
0.310;0.000;0.630;0.000;0.470;0.470;0.150;0.790;0.150;0.630;0.310;1.420;0.000;0.000;0.000;0.000;1.580;0.000;2.050;1.580;3.950;0.000;0.150;0.470;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.150;0.000;0.000;0.000;0.000;0.150;0.000;0.000;0.000;0.000;0.076;0.000;1.300;0.127;0.000;5.241;97;650;1
0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;12.500;0.000;0.000;0.000;0.000;12.500;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;1.000;1;2;1
0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;7.690;2.560;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;2.000;6;24;0
0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.840;0.000;0.000;0.000;0.000;0.000;0.000;0.840;0.000;1.680;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.840;0.000;0.840;0.000;0.000;0.000;0.840;0.000;0.840;0.840;0.000;0.000;0.000;0.000;0.137;0.413;0.000;0.137;3.052;13;116;0
0.410;0.000;0.410;0.000;1.250;0.000;0.410;0.000;0.000;0.200;0.000;1.040;0.200;0.000;0.000;0.410;0.410;0.000;3.960;0.000;2.290;0.000;0.200;1.040;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.200;0.000;0.000;0.830;0.000;0.000;0.000;0.000;0.069;0.000;0.866;0.103;0.000;5.052;214;485;0
0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;1.360;0.000;0.000;0.000;0.000;0.000;0.000;1.360;0.000;5.470;0.000;0.000;0.000;0.000;0.000;1.360;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;2.307;8;30;0
0.000;0.000;0.000;0.000;0.000;0.000;0.000;1.780;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;1.780;0.000;0.000;0.000;0.000;0.000;3.570;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;1.666;7;15;0
0.000;0.000;0.620;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.620;0.000;0.000;0.000;0.000;0.000;0.620;1.250;0.000;0.000;0.000;0.000;0.000;1.250;0.620;0.000;0.620;0.000;0.620;0.620;0.000;0.620;0.000;0.620;0.620;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.620;0.000;0.000;0.000;0.000;0.084;0.000;0.169;0.000;0.000;1.863;10;82;0
0.000;0.000;3.700;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;1.850;0.000;0.000;1.850;0.000;0.000;0.000;1.850;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.289;0.000;3.768;0.000;0.000;4.833;29;87;1
0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;1.470;0.000;0.000;0.000;0.000;0.000;0.000;2.200;0.000;0.730;0.000;0.000;0.000;0.730;0.730;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.111;0.223;0.000;1.760;6;88;0
0.000;0.000;0.000;0.000;0.000;0.000;1.780;0.000;0.000;1.780;0.000;0.000;0.000;0.000;0.000;1.780;0.000;1.780;5.350;0.000;1.780;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;7.000;35;63;0
0.000;0.000;0.240;0.000;0.000;0.000;0.000;0.120;0.120;0.000;0.000;0.600;0.120;0.120;0.000;0.000;0.720;0.000;0.000;0.000;0.000;0.000;0.000;0.000;1.810;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.120;0.120;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.105;0.060;0.000;0.000;0.000;0.000;1.827;23;466;0
0.000;0.000;0.790;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.390;0.000;0.000;0.000;0.000;0.000;0.390;3.180;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.390;0.000;0.000;0.000;0.390;0.000;0.000;0.000;0.390;0.390;0.000;0.000;0.000;0.237;0.000;0.000;0.000;0.059;2.510;12;123;0
0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;14.280;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;1.754;0.000;0.000;0.000;0.000;1.000;1;7;0
0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;4.000;0.000;2.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;2.000;2.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;1.000;1;9;0
0.000;0.000;0.000;0.000;1.750;0.000;0.000;0.000;0.000;0.000;0.000;5.260;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;1.750;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;1.750;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.955;0.000;0.000;1.500;5;24;0
0.000;0.000;1.050;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;1.050;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;4.210;3.150;0.000;0.000;0.000;0.000;0.000;0.000;1.050;0.000;0.000;0.000;0.000;0.000;1.050;0.000;0.000;2.100;1.050;0.000;0.000;0.000;0.000;0.000;0.169;0.000;0.679;0.000;0.000;0.000;2.096;12;65;0
0.410;0.000;0.610;0.000;0.410;0.610;0.000;0.820;0.200;0.200;0.200;1.440;0.000;0.000;0.000;0.410;1.030;0.200;1.650;1.650;3.090;0.000;0.200;0.610;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.099;0.000;1.689;0.132;0.000;4.913;102;565;1
0.000;0.000;0.940;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.470;0.000;0.000;0.000;0.000;0.470;0.000;0.000;0.000;0.000;0.000;0.000;0.940;0.470;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.470;0.000;0.000;0.000;0.000;0.000;0.000;0.940;0.000;0.000;0.000;0.332;0.000;0.000;0.000;0.000;1.518;15;161;1
0.000;0.000;0.000;0.000;0.000;0.800;0.000;0.000;0.000;0.000;0.000;1.610;0.000;0.000;0.000;0.000;0.000;0.000;0.800;0.000;0.800;0.000;0.000;0.000;0.800;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.417;0.000;0.139;0.000;0.000;1.411;5;24;0
0.000;0.000;0.000;0.000;0.810;0.000;0.000;0.000;0.000;1.220;0.000;0.400;0.000;0.000;0.000;0.000;0.000;0.000;0.400;0.000;0.400;0.000;0.000;0.000;4.080;4.080;0.000;0.000;0.000;1.220;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;1.754;8;93;0
0.000;1.160;0.380;0.000;0.000;0.000;1.160;0.000;0.000;0.770;0.380;0.770;0.000;0.000;0.000;1.930;0.000;0.380;2.320;0.000;1.160;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.380;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.380;0.000;0.000;0.000;0.000;0.000;0.000;0.198;0.000;0.148;9.266;332;556;1
0.000;0.330;0.000;0.000;0.330;0.000;0.000;0.000;0.000;0.000;0.000;0.330;0.000;0.000;0.000;0.000;0.000;0.330;0.000;0.000;0.000;0.000;0.000;0.000;0.330;0.330;0.000;0.670;0.000;0.000;0.000;0.000;0.000;0.000;0.330;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.330;0.000;0.000;0.000;0.330;0.000;0.132;0.000;0.000;0.000;0.000;1.857;15;117;0
0.000;0.000;0.470;0.000;0.950;0.000;0.000;0.000;0.470;0.000;0.000;0.000;0.000;0.000;0.000;0.950;0.950;0.000;1.420;0.000;0.470;0.000;0.950;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.470;0.000;0.000;0.000;0.000;0.133;0.066;0.401;0.267;0.000;3.459;61;256;1
0.000;0.000;0.730;0.000;0.000;0.000;0.730;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;2.200;0.000;0.000;1.470;0.000;1.470;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.730;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.000;0.088;0.000;0.000;3.048;29;125;1
